,cluster_no,sentences
404,0,the act brought within protection houses decontrolled act newer houses never controlled e newly erected produced conversion august
405,0,there certain exceptions modified added subsequent legislation
406,0,secondly instituted rent registration schemes appointment rent officers nationwide rent officer service
407,0,the act previously provided power ministerial order progressive conversion existing controlled tenancies regulated tenancies
408,0,the act introduced new definition house multiple occupation hmo provided registers orders applying management code
409,0,in determining whether long tenancy tenancy low rent sums payable tenant respect rates services repairs maintenance insurance disregarded
410,0,the act removed unintended consequences leasehold reform act respect premiums price paid enfranchisement
411,0,it unfroze contractual rent limit previously fixed registration fair rent could set
412,0,the housing finance act also brought fundamental changes rent legislation
413,0,for first time tenants entitled information cost services provided landlords cost exceeded
414,0,owing increased pressure demand housing resulting increased house prices continuing trend conservative government counter inflation act extended scope rent act protection higher rated accommodation horn march
415,0,the housing act gave many private tenants right additional information identity landlord also new duty inform tenant dwelling assignment landlord interest
416,0,these phasing arrangements required careful scrutiny cost providing services assessment value services
417,0,new amenities improvements locality provided landlords expense disregarded determination fair rent late amendment deterioration locality fault landlord disregarded
418,0,assured tenancies created gave certain approved bodies right create assured tenancies new dwellings outside rent act protection market rents
419,0,additional protection given council tenants many housing association tenants known secure tenants
420,0,housing associations registered industrial provident societies act might registered housing corporation even objectives acquire repair improve convert houses eventual disposal sale well lease
